A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,F,G,G,G,G,G
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,11,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,11,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,6,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,5,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,7,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,6,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,3,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,6,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,5,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,1,,,,,,,,0,0,0,0,,,,,,4,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,3,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,8,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,4,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
0,0,,0,,,0,0,,0,0,0,,0,,,,,,,,0,0,,,,,,,,0,0,0,0,,,,,,12,0,,0,0,0,0,,0,0,0,,,,0,,0,,,0,0
